"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"LK12-17H",3175007.29036513,50.4625,4.3781,"Courcelles, Hainaut, Bélgica",32.91666,35.06666,"Akko, Northern, Israel"
"LK12-B75",230961.374316271,49,13,"Europa",47.25,11.33,"Tirol, Österreich"
"LK13-XBF",111622.907411726,53.31224,-0.31822,"Beckering, Lincolnshire, England",52.67827,0.97259,"Norfolk, England"
"LK1D-LPZ",282926.93520393,50.3566,-3.9884,"Yealmpton, Devon, England",52.4379,-1.6496,"England"
"LK1H-3ZD",217283.689681627,52.137,-0.4665,"Bedford, Bedfordshire, England",50.98048,-2.99597,"Hatch, Somerset, England"
"LK1S-JKQ",242061.566563777,50.781,-1.7347,"Bransgore, Hampshire, England",52.93333,-1.23333,"Chilwell, Broxtowe district, Nottinghamshire, England"
"LK2C-SM1",182660.747066343,52.4379,-1.6496,"Kingston, Ulster, England",50.95,-0.53333,"Stopham, Sussex, England"
"LK33-V2Y",104351.03092079,53.3413,-1.2911,"South Wales, Yorkshire, England",52.4771,-1.8933,"St. Martins, Ogars, London, England"
"LK34-3DJ",293248.052885607,41.34583,-72.03028,"Groton, New London, Connecticut, United States",42.3253,-75.3128,"Unadilla, Otsego, New York, United States"
"LK39-14C",5311870.98788498,52.2535,1.3416,"Dennington, Suffolk, England",42.6,-70.88333,"Wenham, Essex, Massachusetts Bay Colony, British Colonial America"
"LK39-WDC",200874.197868591,52.33022,-3.76641,"Wales",53.33333,-1.28333,"Wales England"
"LK3G-2GP",328112.559727751,50.84617,-2.94501,"Holway, Somerset, England",52.26666,-7.1,"Waterford, County Waterford, Ireland"
"LK3H-24W",352826.490825492,48.6908,6.1825,"Nancy, Meurthe-et-Moselle, Lorraine, France",50.463,2.1287,"Azincourt, Pas-de-Calais, Nord-Pas-de-Calais, France"
"LK3H-G73",904356.443755999,54.7817,32.04,"Smolensk, Smolensk, Russia",56.2684,46.1771,", Удельная Русь"
"LK3H-LZJ",515731.650769809,63.42972,10.39333,"Trondheim, Sør-Trøndelag, Norway",59.4819,5.3068,"Våga, Sveio, Hordaland, Norway"
"LK3R-8J7",335482.654342456,49.1825,0.225,"Ouilly-le-Vicomte, Calvados, Normandie, France",51.9948,-1.4821,"Hook Norton, Oxfordshire, England"
"LK3T-39D",6752770.99492559,49.75593,8.18261,"Framersheim, Hessen, Germany",37.8928,-79.4381,"Fredericksburg, Virginia, United States"
"LK3T-3RK",6604297.40962315,49.75593,8.18261,"Framersheim, Alzey-Worms, Rhineland-Palatinate, Germany",40.8647,-80.5597,"Unity, Columbiana, Ohio, United States"
"LK3T-SH8",6647748.29128401,49.75593,8.18261,"Framersheim, Alzey-Worms, Rheinland-Pfalz, Germany",38.64972,-78.68889,"Shenandoah Valley, Shenandoah, Colony of Virginia, British Colonial America"
"LK45-NG7",1136670.53792603,45.1667,-0.5,"Blaye, Gironde, Aquitaine, France",55.33405,-1.98349,"Tilmouth, Northumberland, England"
"LK45-S6S",5822460.6547738,51.42,3.75,"Zeeland, Netherlands",40.8078,-73.9458,"Harlem, New York County, New York, British Colonial America"
"LK45-VDV",250539.082289129,49.12975,3.80461,"Châtillon-sur-Marne, Reims, Marne, Champagne-Ardenne, France",47.5939,1.3281,"Blois, Loir-et-Cher, Centre-Val de Loire, France"
"LK47-DMB",223030.245793574,53.845,-0.427,"Beverley, Yorkshire, England, United Kingdom",51.9382,0.5926,"Gosfield, Essex, England, United Kingdom"
"LK48-9D8",395482.241641215,50.37019,-4.01842,"Blackpool, Devon, England",53.81849,-2.62573,"Lancashire, England"
"LK48-WQK",227532.207268328,51.28084,1.07904,"Canterbury, Kent, England",52.4379,-1.6496,"England"
"LK4J-L6C",5299188.82782551,51.51,-0.12,"London, Middlesex, England",42.292,-71.426,"Massachusetts Bay Colony, British Colonial America"
"LK53-1BF",6526063.58425781,49.5714,8.9721,"Beerfelden, Odenwaldkreis, Hessen, Germany",39.7528,-77.1333,"Germany Township, Adams, Pennsylvania, United States"
"LK58-892",589041.487188212,46,2,"France",51.0629,-0.3268,"Horsham, Sussex, England, United Kingdom"
"LK58-89H",150272.823517977,51.4623,-0.1357,"Clapham, London, England, United Kingdom",52.4379,-1.6496,"England"
"LK5B-PLJ",101277.180500275,51.705,-0.7726,"Great Hampden, Buckinghamshire, England",52.4379,-1.6496,"England"
"LK5B-W5V",1285669.42618155,47.63333,10.5,"Wangen, Nesselwang, Ostallgäu, Bayern, Duitsland",52.83333,26.68333,"Nach"
"LK5F-4ZN",230548.354488459,50.051,19.9317,"Miasto Kraków, Kraków, Poland",51.7645,18.0865,"Kalisz, Kalisz, Greater Poland Voivodeship, Poland"
"LK5G-8Z4",219724.561824367,54.4017,-1.3162,"Ingleby Arncliffe, Yorkshire, England",52.4379,-1.6496,"England"
"LK5G-Q35",725074.691698649,36.7503,-78.9333,"Halifax, Virginia, British Colonial America",34.73333,-86.56667,"Madison, Alabama, United States"
"LK5L-GQN",174079.715183811,53.98972,-1.97208,"Skipton, Craven, North Yorkshire, England, United Kingdom",52.4379,-1.6496,", , , England, United Kingdom"
"LK5P-8NN",351163.184849078,52.64306,-2.71362,"Shropshire, England",55.7703,-2.0048,"Berwick-upon-Tweed, Northumberland, England"
"LK5Q-MXT",6525379.46655285,49.5714,8.9721,"Beerfelden, Erbach, Starkenburg, Hessen, Germany",39.6828,-77.0444,"Silver Run, Carroll, Maryland, United States"
"LK5S-R5Q",182428.058675125,52.1935,-0.9042,"Collingtree, Northamptonshire, England",51.11974,-2.9,"Somerset, England"
"LK5W-8N2",203477.818217321,52.1596,4.4934,"Leiden, Zuid-Holland, Netherlands",52.3103,1.5187,"Bramfield, Suffolk, England"
"LK66-1L9",165480.83090721,51.9457,0.6387,"Halstead, Essex, England",52.4379,-1.6496,"England"
"LK68-T6J",120649.555116991,53.48769,-2.09695,"Ashton, Lancashire, England",52.4379,-1.6496,"England"
"LK69-TDF",152033.258376955,51.23346,-0.27395,"Betchworth, Surrey, England",50.9526,1.8542,"Calais, Pas-de-Calais, Nord-Pas-de-Calais, France"
"LK6D-M2Y",170092.529963589,49.6389,-1.625,"Cherbourg, Manche, Lower Normandy, France",49.2955,0.6661,"Montfort-sur-Risle, Eure, Upper Normandy, France"
"LK6M-45Q",176197.448130003,48.0397,3.0561,"Courtenay, Loiret, France",46.84007,1.52932,"Mehun, Indre, Centre-Val de Loire, France"
"LK6P-ZMR",243271.312843039,48.8403,11.8981,"Kelheim, Lower Bavaria, Bavaria, Germany",51,12.4167,"Orlamünde, Sachsen-Altenburg, Thuringen, Germany"
"LK6R-X9D",200267.859152191,50.75757,-2.68442,"Nettlecombe, Dorset, England",52.4379,-1.6496,"England"
"LK6S-1R5",5125788.45421452,52.9235,-1.477,"Derby, Derbyshire, England",42.50833,-71.06667,"Reading, Middlesex, Massachusetts Bay Colony, British Colonial America"
"LK6X-TJK",727318.684070272,47.5,14,"Österreich",53.9954,15.1185,"Greifenberg, Brandenburg Preulen, Gryfice, Gryfice County, West Pomerarian, Voivodeship, Poland"
"LK6Y-P6H",383194.796403312,49,4.5,"Louvis, Maene, Champagne-Ardenne, France",46,2,"France"
"LK6Z-28G",200521.690018108,50.7934,-2.8337,"Pilsdon Manor, Dorset, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"LK74-FZX",292408.870298782,53.5356,-1.3764,"Darfield, Yorkshire, England",50.9089,-1.4038,"Southampton, Hampshire, England, United Kingdom"
"LK78-3MC",217543.434663718,55.3173,-1.62001,"Warkworth, Northumberland, England",53.36667,-1.41667,"Manor, Yorkshire, England"
"LK78-Q8Y",286964.348519365,55.3173,-1.62001,"Warkworth, Northumberland, England",52.91667,-0.01667,"Frampton, Lincolnshire, England"
"LK78-QJ5",286964.348519365,55.3173,-1.62001,"Warkworth, Northumberland, England",52.91667,-0.01667,"Frampton, Lincolnshire, England"
"LK7C-WZG",269758.183891692,52.0236,-2.936,"Vowchurch, Herefordshire, England",51.22608,0.75054,"Kent, England"
"LK7K-FQ4",341217.510918282,49.57,0.47,"Bolbec, Seine-Maritime, Upper Normandy, France",52.35,-1.5811,"Kenilworth, Warwickshire, England"
"LK7M-HJB",515002.719032326,47.81278,-4.33667,"Penmarch, Bretagne, France",51.5333,-0.0833,"Shoreditch, Middlesex, England"
"LK7P-681",455261.557288408,54.38216,-2.77954,"Westmorland, England",50.3491,-3.8916,"Modbury, Devon, England"
"LK7Q-7TD",119144.227239831,51.1324,0.2633,"Tunbridge Wells, Kent, England",51.4418,-1.375,"Boxford, Berkshire, England"
"LK7Q-TYP",124568.732269828,53.23442,-1.03723,"Perlethorpe, Nottinghamshire, England",52.1155,-1.0619,"Slapton, Northamptonshire, England"
"LK7W-NH3",157616.23756374,54,-1.46667,"Castle Knaresborough, West Riding, Yorkshire, England",55.40778,-1.72863,"Alnwick, Northumberland Unitary Authority, Northumberland, England"
"LK7Z-F5H",189240.593252308,50.766,-2.14508,"of Dorset Co., Eng.",52.4379,-1.6496,"England"
"LK89-7CM",5739286.51860071,51.0442,-3.3136,"Wiveliscombe, Taunton Deane Borough, Somerset, England",37.88333,-76.41667,"Northumberland County, Virginia, United States of America"
"LK89-JZF",5037571.23712773,55.33405,-1.98349,"Northumberland, England",42.37083,-71.11667,"Cambridge, Middlesex Co., Massachusetts"
"LK8M-QP6",187983.104997908,51.2732,0.5232,"Maidstone, Kent, England",52.35,-1.5811,"Gosford Green, Kenilworth, Warwickshire, England"
"LK92-JNX",507392.315309513,50.3239,4.1642,"Merbes-le-Château, Hainaut, Belgique",46,2,"France"
"LK92-THZ",135150.997001468,55.6154,-4.4995,"Kilmarnock, Ayrshire, Scotland",56.81674,-4.18396,"Scotland"
"LK98-LS4",3690150.53837893,52.7685,-0.3772,"Bourne, Lincolnshire, England, United Kingdom",31.58333,35,"Yahūdhā, West Bank, Palestine"
"LK9C-G1C",109804.196782306,57.44802,-2.7873,"Huntly, Aberdeenshire, Scotland",56.81674,-4.18396,"Scotland"
"LK9G-HSD",1579539.74887083,47.5,19.03333,"Buda, Budapest, Hungary",53.2352,-1.4244,"Chesterfield, Derbyshire, England"
"LK9J-P9N",141681.394536666,51.4804,-0.6158,"St George's Chapel Altar, Windsor Castle, Berkshire, England",52.48,-1.895,"Birmingham, Warwickshire, England"
"LK9K-QM3",153035.957951564,51.07865,-1.31703,"Hampshire, England",52.4379,-1.6496,"England"
"LK9W-W81",147207.641821493,52.4379,-1.6496,"England",51.51,-0.12,"London, Middlesex, England"
"LK9W-WBM",391325.66021676,49.06,-0.11,"Normandy, France",52.4379,-1.6496,"England"
"LK9W-WPN",513991.957187163,56.81674,-4.18396,"Scotland, United Kingdom",52.4379,-1.6496,"England"
"LK9Z-MFD",767549.089445167,47.57335,6.73388,"Byans, Haute-Saône, Franche-Comté, France",52.9324,-0.06685,"Kirton, Lincolnshire, England"
"LKB7-NB6",389108.077463813,56.81667,-4,"Atholl, Perthshire, Scotland",53.88488,-0.64938,"Harthill, Yorkshire, England"
"LKB9-V2B",582413.167255688,50.8882,-2.9223,"Chaffcombe, Chard, Somerset, England, United Kingdom",46.2301,0.6822,"L'Isle-Jourdain, Vienne, Poitou-Charentes, France"
"LKBF-TBK",193155.155394853,52.4379,-1.6496,", , , England, United Kingdom",50.7053,-1.4985,"Yarmouth, Isle of Wight district, Isle of Wight, England, United Kingdom"
"LKBF-TXS",193155.155394853,50.7053,-1.4985,"Yarmouth, Isle of Wight district, Isle of Wight, England, United Kingdom",52.4379,-1.6496,", , , England, United Kingdom"
"LKBF-YC9",193155.155394853,52.4379,-1.6496,", , , England, United Kingdom",50.7053,-1.4985,"Yarmouth, Isle of Wight district, Isle of Wight, England, United Kingdom"
"LKBH-GFT",183347.936009781,53.4718,14.9079,"Pomerania, Prussia",55.11884,14.91285,"Bornholm, Denmark"
"LKBK-DYV",508706.333880243,51.66712,16.09048,"Duchy of Glogau, Holy Roman Empire",48.1539,11.5481,"Munich, Bavaria, Germany"
"LKBK-M44",372118.162885419,51.11027,6.07961,"End, Heinsberg, Nordrhein-Westfalen, Germany",51.22608,0.75054,"Kent, England, United Kingdom"
"LKBN-NBT",165850.429733604,37.5,-78.5,"Virginia, British Colonial America",38.11667,-76.78333,"Westmoreland, Virginia, United States"
"LKBT-VPT",121012.783086936,51.5396,-0.6554,"Burnham, Buckinghamshire, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"LKBY-JLP",1188726.86391665,41.3874,2.1736,"Barcelona, Catalonia, Kingdom of Aragon",37.5117,15.0781,"Catania, Sicilia, Italy"
"LKC5-335",340096.450000579,50.25116,-5.06676,"Cornwall, England",52.4379,-1.6496,"England"
"LKC6-5GJ",132020.318608508,57.148,-2.094,"Aberdeen, Aberdeenshire, Scotland",56.81674,-4.18396,"Scotland"
"LKC6-RJP",132020.318608508,56.81674,-4.18396,"Scotland",57.148,-2.094,"Aberdeen, Aberdeenshire, Scotland"
"LKC9-8LV",168862.625663273,51.0594,-2.6723,"Lytes Cary, Charlton Mackrell, Somerset, England, United Kingdom",52.4379,-1.6496,"England"
"LKCF-55C",147882.007468782,55.5,-4.5,"Ayrshire, Scotland",56.81674,-4.18396,"Scotland"
"LKCJ-5FK",126746.655152471,53.23333,-2.91667,"Mollington, Cheshire, England",53.11546,-1.02722,"Nottinghamshire, England"
"LKCJ-8ML",239351.61519714,53.1856,-3.0313,"Castle Montalt, Mold, Flintshire, Wales",52.8,0.48333,"Castle Rising, Norfolk, England"
"LKCL-HKK",282037.675667457,52.4379,-1.6496,"England",54.9714,-1.614,"Newcastle upon Tyne, Northumberland, England"
"LKCQ-JQ4",141040.258636709,50.1468,8.3862,"Eppstein, Obertaunuskreis, Hesse-Nassau, Prussia, Germany",49.26278,6.98271,"Saarbrücken, Rhineland, Prussia, Germany"
"LKCQ-SDT",143900.012374183,56.91667,-2.38333,"Tantallon Castle, North Berwick, East Lothian, Scotland",55.6294,-2.1706,"Branxton, Northumberland, England"
"LKD1-ZKX",313635.507425545,53.18268,-2.53046,"Cubbleston, Cheshire, England",51.1951,0.728,"Egerton, Kent, England"
"LKDG-J3B",1218839.25606663,63.387,10.38067,"Trondheim, Sør-Trøndelag, Norway",54.6857,-2.6753,"Edenhall, Cumberland, England"
"LKDG-JZJ",354293.04754916,60.7175,11.1937,"Stange, Hedmark, Norway",59.4819,5.3068,"Våga, Sveio, Hordaland, Norway"
"LKDK-CCM",129459.89548905,51.58333,-0.9,"Wycombe, Buckinghamshire, England",52.1908,-2.5068,"Linton Manor, Bromyard, Herefordshire, England"
"LKDM-FSJ",191656.136996082,53.13334,-0.85,"Norwell, Nottinghamshire, England, United Kingdom",51.45327,-0.23476,"Putney, Surrey, England"
"LKDQ-87S",162085.653352037,54.59678,-7.27929,"County Tyrone, Northern Ireland, United Kingdom",53.15886,-6.89077,"Friars Church, Minors, Kildare, Ireland"
"LKDQ-DJQ",119490.300413311,51.39235,-2.04346,"Wiltshire, Inglaterra, Reino Unido",52.4379,-1.6496,"Inglaterra, Reino Unido"
"LKDQ-ZTZ",249216.578896632,52.64306,-2.71362,"Shropshire, England",50.462,-3.526,"Torquay, Devon, England"
"LKDQ-ZZX",493238.750560683,52.60151,0.78462,"Ashill, Norfolk, England",56.0903,-3.9072,"Bannockburn, Sterlingshire, Scotland"
"LKDR-T8Y",5024604.85353697,50.752,-3.2792,"Ottery St Mary, Devon, England, United Kingdom",43.31667,-71.05,", Strafford, New Hampshire, United States"
"LKDV-1VJ",246165.373189774,54.24674,-1.05576,"Ros, Helmsley, North Yorkshire, England",52.0869,-0.264,"Biggleswade, Bedfordshire, England"
"LKF1-KP8",187414.665815987,55.9797,-2.5244,"Dunbar, East Lothian, Scotland, United Kingdom",54.3793,-3.4399,"Drigg, Cumberland, England, United Kingdom"
"LKF5-NQV",228327.532698249,50.6609,-3.2973,"of Otterton, Devonshire, England",52.4379,-1.6496,"England"
"LKFF-MTV",548871.930946211,51.1846,-1.68819,"Cholderton, Wiltshire, England",52.0156,6.1403,"Doesburg, Gelderland, Netherlands"
"LKFK-1QD",687080.362280059,49.66667,4.66667,"Ardennes, Champagne-Ardenne, France",54.4116,-1.7634,"Richmond, Yorkshire, England"
"LKG3-62M",124913.147761229,55.40778,-1.72863,"Alnwick, Northumberland, England",54.4856,-0.6154,"Whitby, Yorkshire, England"
"LKG6-BN8",195407.055805764,50.8,-2.66667,"Hooke, Dorset, England",52.4379,-1.6496,"England"
"LKG6-TC3",101975.587042512,53.07399,-2.73887,"Bickerton, Cheshire, England",52.4379,-1.6496,"England"
"LKG7-STL",173474.549271006,52.4379,-1.6496,", , , England, United Kingdom",53.95878,-1.08248,", , Yorkshire, England, United Kingdom"
"LKGM-64R",241646.406152639,52.67827,0.97259,"Norfolk, England, United Kingdom",53.18268,-2.53046,"Cheshire, England, United Kingdom"
"LKH3-FPL",340096.450000579,50.25116,-5.06676,"Cornwall, England",52.4379,-1.6496,"England"
"LKHY-MCV",406507.868183259,53.15812,-0.23925,"Folkingham, Lincs",56.1181,-3.93781,"Stirling, Stirlingshire, Scotland"
"LKJ3-99V",154879.653105203,51.7327,5.1392,"Heusden, North Brabant, Netherlands",50.9439,6.9739,"Köln, North Rhine-Westphalia, Germany"
"LKJ3-MP1",118997.618324781,51.035,5.28181,"Heusden",50.9439,6.9739,"Köln, North Rhine-Westphalia, Germany"
"LKJP-B2B",5717716.98880397,52.4379,-1.6496,"England",39.2903,-76.6125,"Baltimore, Baltimore, Maryland, British Colonial America"
"LKJQ-7RT",789612.479122211,48.39331,9.67882,"Schelklingen, Donaukreis, Whurttemberg",52.0021,19.2332,"Łęczyca County, Lodz Voivodeship, Poland"
"LKJT-1RX",100643.33080736,49.2464,-0.0992,"Brucourt, Calvados, Normandy, France",49.05,1.25,"Chandeloup, Manche, Normandie, France"
"LKK9-S9N",170135.611067965,51.11974,-2.9,"Somerset, England",52.4379,-1.6496,"England"
"LKKM-4PT",5402856.7471811,52.3626,-0.5507,"Ringstead, Northamptonshire, England",41.35,-72.9,"New Haven, Connecticut Colony, British Colonial America"
"LKKM-752",278746.94558595,50.8555,-0.5554,"Arundel, Sussex, England",52.84114,-3.02583,"Oswestry, Shropshire, England"
"LKKM-HHM",118421.772567287,50.55,-4.25,"Sydenham, Devon, , England",50.7205,-2.5944,"Kingston Russell, Dorset, England"
"LKKM-HV9",5943390.18225666,52.1,5.9,"Gelderland, Netherlands",40.714,-74,"New York City, New York County, New York Colony, British Colonial America"
"LKKM-W4B",105418.93285409,54.56666,-0.96666,"Skelton Castle, Yorkshire, England",55.4131,-1.7069,"Alnwick, Northumberland, England"
"LKKM-WG3",115154.588389437,51.4472,0.2168,"Dartford, Kent, England",52.3222,1.1108,"Yaxley, Suffolk, England"
"LKKM-WZG",314323.201408323,51.81326,-2.71414,"Monmouthshire, Wales, United Kingdom",54.58333,-1.8,"Raby Castle, Durham, England"
"LKLG-TK4",5150088.74920856,53.71667,-1.81667,"Hipperholme, Yorkshire, England",41.8333,-71.4167,"Providence, Rhode Island, British Colonial America"
"LKLV-BXD",340096.450000579,52.4379,-1.6496,"England",50.25116,-5.06676,"Treglownow Manor, Polzeath, Cornwall, England"
"LKLV-GKV",432601.157102964,52.4379,-1.6496,"England, United Kingdom",53,-8,"Ireland"
"LKLW-MP9",137891.284148002,41.9,12.7167,"Lazio, Italy",43.1,12.3,"Italy"
"LKLW-S2C",1147629.64418867,52.564,-8.79,"Of, Adare, Limerick, Ireland",43.977,-0.176,"Gascogne, France"
"LKLX-62Q",5246877.61085112,51.7406,0.0487,"Nazeing, Essex, England",42.776,-71.078,"Haverhill, Norfolk, Massachusetts Bay Colony, British Colonial America"
"LKMC-TWM",451137.051054844,50.73646,-3.71887,"Orwey, Devonshire, England",49.9167,2.5,"Somme, Picardie, France"
"LKMD-4XZ",6222997.93132882,54.7227,-6.2063,"County Antrim, Ireland",33.05,-82.41667,"Jefferson, Georgia, United States"
"LKMF-1H7",214294.904225834,56.81674,-4.18396,"Scotland",55.33405,-1.98349,"Northumberland, England"
"LKMS-7F6",313298.307932763,58.4392,-3.0929,"Wick, Caithness, Scotland",55.6667,-3.9833,"Stonehouse, Lanarkshire, Scotland"
"LKMW-GGZ",606797.337496383,52.29892,1.08635,"Denham, Hartismere, Suffolk, England",56.81674,-4.18396,"Battle of Bannockburn, Scotland"
"LKMZ-ZMF",301505.247729485,49.0262,1.1512,"Évreux, Eure, Upper Normandy, France",51.352,-1.0175,"Stratfield Saye, Hampshire, England"
"LKN4-3ZN",111288.539771129,51.51,-0.12,"London, England",52.1454,-1.3689,"Farnborough, Warwickshire, England"
"LKN8-2HR",167844.46300557,51.85229,0.61466,"Essex, England",52.4379,-1.6496,"Stonington, England"
"LKN9-678",232241.303138541,51.08333,0.11666,"Bolebrook, Sussex, England",53.15812,-0.23925,"Lincolnshire, England"
"LKN9-TH4",185240.262525952,42.36667,-71.16667,"Watertown, Middlesex, Massachusetts Bay Colony, British Colonial America",43.85889,-70.15778,"Desert Of Maine, Freeport, York, Massachusetts Bay Colony, British Colonial America"
"LKNM-HR3",408089.549738189,48.8541,-1.5477,"Longueville, Normandy, France",46.98711,3.16169,"Nevers, Nievre, Bourgogne, France"
"LKNT-RQ8",176821.015968784,55.43333,-2.78333,"Wilton, Roxburghshire, Scotland",56.81674,-4.18396,"Scotland"
"LKNW-SR1",175728.46291121,50.97573,-2.60992,"Mudford, Somerset, England",52.4379,-1.6496,"England"
"LKPJ-FZ3",425198.845325798,50.3583,2.0997,"Vieil-Hesdin, Pas-de-Calais, Nord-Pas-de-Calais, France",52.61359,-2.85361,"Castle-Pulverbatch, Shropshire, England"
"LKPK-BRX",292129.58821517,50.4483,3.5935,"Condé-sur-l'Escaut, Nord, Hauts-de-France, France",52.0226,0.2393,"Saffron Walden, Essex, England"
"LKPK-JYB",2107085.25581495,45.22958,11.65473,"Este, Veneto, Italy",34.9,32.51667,"Paphos, Chypre"
"LKPM-M9Q",722179.738182413,50.9833,11.3167,"Sachsen-Weimar-Eisenach, Germany",52.2751,1.0653,"Suffolk, England"
"LKPM-NT8",185112.63499897,55.1283,-1.5108,"Blyth, Northumberland, England",56.0917,-3.9108,"Bannockburn, Stirlingshire, Scotland"
"LKQ1-F9K",5302093.65699519,51.628,0.4184,"Billericay, Essex, England",42.55895,-71.26898,"Billerica, Middlesex, Massachusetts Bay Colony, British Colonial America"
